usia_norm,kelas_norm,bmi_norm,kesepian_norm,khawatir_insomnia_norm,diserang_fisik_norm,perkelahian_fisik_norm,hari_dibully_norm,hari_merokok_norm,hari_minum_alkohol_norm,frek_mabuk_norm,mh_risk_score_norm,behavior_risk_score_norm,gender_bin,jenjang_bin,bmi_encoded,flag_perokok_bin,flag_alkohol_bin,flag_narkoba_bin,flag_dibully_bin,flag_diserang_bin,flag_aktif_fisik_bin,target
0.14285714285714285,0.0,0.08291135345740186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
0.14285714285714285,0.0,0.18963350458418182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0,0,1,0,0,0,0,0,1,0
0.14285714285714285,0.0,0.12120321428502756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
0.42857142857142855,0.0,0.07967461823559174,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0
0.14285714285714285,0.0,0.16359392267556927,0.25,0.25,0.0,0.0,0.0,0.33333333333333337,0.16666666666666666,0.6666666666666667,0.16666666666666666,1.0,0,0,1,1,1,1,0,0,0,1
0.14285714285714285,0.0,0.250970024133528,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0
0.2857142857142857,0.0,0.22443692541038318,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0
0.2857142857142857,0.0,0.08510305092850051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
0.2857142857142857,0.0,0.12454628974464166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
0.2857142857142857,0.0,0.07056805508087433,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.16359392267556927,1.0,0.0,0.2857142857142857,0.0,0.0,0.16666666666666666,0.0,1.0,0.5,0.6666666666666666,1,0,1,1,0,1,0,1,0,1
0.0,0.0,0.06734405923625891,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0
0.14285714285714285,0.0,0.4321742262520598,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0,0
0.14285714285714285,0.0,0.1560241775832727,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1,0,1,0,0,0,0,0,0,0
0.2857142857142857,0.0,0.2859586854426135,0.75,0.25,0.42857142857142855,0.7142857142857142,0.9999999999999999,0.33333333333333337,0.5,0.0,0.5,1.0,0,0,1,1,1,1,1,1,0,0
0.0,0.0,0.12120321428502756,0.75,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0,0,0,1,0,1,0,1,0,1
0.14285714285714285,0.0,0.13771766330622864,0.0,0.0,0.2857142857142857,0.14285714285714285,0.33333333333333337,0.5,0.33333333333333337,0.0,0.3333333333333333,0.6666666666666666,0,0,0,1,1,0,1,1,1,0
0.0,0.0,0.07638134480112502,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
0.14285714285714285,0.0,0.2658154800453515,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1,0,1,0,0,0,0,1,0,0
0.14285714285714285,0.0,0.11630831683840048,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1,0,0,0,0,0,0,1,0,0
0.0,0.0,0.10539734431770659,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
0.14285714285714285,0.0,0.45596656294862536,0.0,0.0,0.42857142857142855,0.14285714285714285,0.33333333333333337,0.0,0.0,0.0,0.3333333333333333,0.0,1,0,2,0,0,0,1,1,0,0
0.2857142857142857,0.0,0.40310019791120577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0,0
0.2857142857142857,0.0,0.06999698418149708,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1,0,0,0,0,0,0,1,0,0
0.2857142857142857,0.0,0.13129627031057933,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
0.14285714285714285,0.0,0.16359392267556927,0.5,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0,0,1,0,0,0,0,1,0,0
0.14285714285714285,0.0,0.16359392267556927,0.5,0.5,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0,0,1,0,0,0,0,1,1,0
0.2857142857142857,0.0,0.24509866348890053,0.5,0.5,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0,0,1,0,0,0,0,1,1,0
0.14285714285714285,0.0,0.1757394514105215,0.5,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1,0,1,0,0,1,0,0
0.2857142857142857,0.0,0.151833099714884,0.5,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0,0,1,0,0,0,0,1,0,0
0.42857142857142855,0.0,0.11784434933710214,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.33333333333333337,0.0,0.3333333333333333,0.3333333333333333,0,1,0,0,1,0,0,1,0,0
0.14285714285714285,0.0,0.20157149692864174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0
0.14285714285714285,0.0,0.09352017618588448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
0.14285714285714285,0.0,0.052533508484199354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
0.0,0.0,0.06734405923625891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
0.14285714285714285,0.0,0.09177606266666383,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
0.14285714285714285,0.0,0.07869521127250906,0.25,0.25,0.14285714285714285,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.5,0.3333333333333333,0,0,0,0,1,0,1,1,0,1
0.14285714285714285,0.0,0.2275742759271715,0.25,0.25,0.0,0.2857142857142857,0.0,0.0,0.33333333333333337,0.6666666666666667,0.16666666666666666,1.0,0,0,1,1,1,1,0,0,0,1
0.2857142857142857,0.0,0.2428732440766973,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0,0,1,0,0,0,0,0,0,0
0.42857142857142855,0.2,0.13781139698285283,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1,1,0,0,0,0,0,0,0,1
0.14285714285714285,0.2,0.2299393643312534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0
0.42857142857142855,0.2,0.250970024133528,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0,1,1,1,0,0,0,0,0,0
0.7142857142857142,0.2,0.1532240639214485,0.5,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0,1,1,0,0,1,0,0,0,0
0.2857142857142857,0.2,0.16016933630887376,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1,0,1,0,0,0,0,0,0,0
0.14285714285714285,0.2,0.1560241775832727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0
